Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Dispenser type (product.metafields.shopify.dispenser-type),Eye shadow effect (product.metafields.shopify.eye-shadow-effect),Eyebrow enhancer color (product.metafields.shopify.eyebrow-enhancer-color),Face powder color (product.metafields.shopify.face-powder-color),Face powder type (product.metafields.shopify.face-powder-type),Flavor (product.metafields.shopify.flavor),Fragrance level (product.metafields.shopify.fragrance-level),Hair care finish (product.metafields.shopify.hair-care-finish),Heat settings (product.metafields.shopify.heat-settings),Lip gloss effect (product.metafields.shopify.lip-gloss-effect),Lip liner design (product.metafields.shopify.lip-liner-design),Lipstick effect (product.metafields.shopify.lipstick-effect),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Mascara effect (product.metafields.shopify.mascara-effect),Moisturizer type (product.metafields.shopify.moisturizer-type),Occasion (product.metafields.shopify.occasion),Package type (product.metafields.shopify.package-type),Plate type (product.metafields.shopify.plate-type),Product benefits (product.metafields.shopify.product-benefits),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin tone (product.metafields.shopify.skin-tone),Skin undertone (product.metafields.shopify.skin-undertone),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
barrier-restore-creame,Restore Creame,"<p>Restore Cream is a light, soothing daily moisturizer that keeps your skin happy and glowing. It helps smooth fine lines and boosts firmness with peptides, hydrates deeply with hyaluronic acid, and nourishes with shea butter. Easy to love and perfect for everyday care!</p>
<p><br></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Skin Care,"",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,30.00,32.00,false,true,,,,,'850055527003,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T160024.444.png?v=1759006861,1,"",false,,,hyaluronic-acid,,,,,,,,,,,,fragrance-free,,,,,,,,,all-day,,,,,,cream,,,,,,,,all-skin-types,,,,lb,,15.00,active
tatcha-the-essence,Firming Treatment (Mini),"<p>Healthy Aging Firming Treatment (mini-size) is a weightless, water-light formula designed to deeply hydrate and prepare your skin for enhanced absorption of serums and moisturizers. Infused with TATCHA’s signature Hadasei-3™ complex—green tea, rice, and algae—this treatment smooths and softens skin, helping to improve radiance and texture over time. Suitable for all skin types, including sensitive, it leaves your complexion plump, luminous, and velvety-soft with a refined, healthy glow.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Skin Care,"",true,Title,Default Title,,,,,,,,,33.16894205625,shopify,deny,manual,16.00,18.00,true,true,,,,,'793888715741,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T125851.892.png?v=1758995964,1,"",false,,,,,,hyaluronic-acid; green-tea,,,,,,,,,,,,,,,,,,,,squeeze-tube,,,dermatologist-tested,cream; gel,,,hydrating; softening; cleansing; moisturizing; smoothing; anti-shine; anti-redness; purifying; soothing,,,,,normal; sensitive; combination; dry; oily,,,,oz,,7.00,active
tatcha-the-matcha-cleanse-daily-clarifying-gel-cleanser,Cleanse Daily Cleanser,"<p>Cleanse Daily Cleanser gently purifies skin with antioxidant-rich Japanese Kyo-matcha, reducing shine and soothing redness. Infused with coix seed, willow bark, and Japanese mugwort, it smooths and supports a healthy skin barrier without harshness. Fragrance-free and dermatologist tested, this gel cleanser is perfect for normal to oily skin, leaving your complexion clear and balanced.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Skin Care,"",true,Title,Default Title,,,,,,,,,33.16894205625,shopify,deny,manual,16.00,18.00,true,true,,,,,'79388869514,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-27T123322.286.png?v=1758994440,1,"",false,,,,,,hyaluronic-acid; green-tea,,,,,,,,,,,,,,,,,,,,squeeze-tube,,,dermatologist-tested,cream; gel,,,hydrating; softening; cleansing; moisturizing; smoothing; anti-shine; anti-redness; purifying; soothing,,,,,normal; sensitive; combination; dry; oily,,,,oz,,8.00,active
tatcha-the-rice-wash-soft-cream-cleanser,Silk Rice Cleanser,"<p>Start and end your day with a touch of calm. This soft cream cleanser gently removes impurities while maintaining skin’s natural moisture balance. Infused with rice powder and botanical extracts, it transforms into a creamy lather that leaves your skin fresh, smooth, and comfortably clean—never tight or dry. Perfect for all skin types, it’s the first step toward a radiant, healthy-looking glow.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Skin Care,"",true,Title,Default Title,,,,,,,,,33.16894205625,shopify,deny,manual,16.00,18.00,true,true,,,,,'793888685840,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-27T124409.163.png?v=1758995064,1,"",false,,,,,,hyaluronic-acid,,,,,,,,,,,,,,,,,,,,squeeze-tube,,,,cream,,,hydrating; softening; cleansing; moisturizing; smoothing,,,,,normal; sensitive; combination; dry,,,,oz,,8.00,active
mac-elevated-mascara-mini-black-stack-copy,Mascara (Mini),"<p>Delivers lasting volume and length with a clump-free, flake-resistant formula. Its gentle formula suits sensitive eyes and contact lens wearers. Compact and easy to apply, it perfects lashes anytime, anywhere.</p>
<p> </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Mascaras,Makeup,"",true,Color,black-stack,product.metafields.shopify.color-pattern,,,,,,,,2.8349523125,shopify,continue,manual,12.00,15.00,true,true,,,,,'773602678105,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-27T113206.255.png?v=1758990739,1,"",false,,,,,black-stack,,,,,,,,,,,,,,,,,nourishing; easy-to-apply; durable; long-lasting; buildable-coverage; non-irritating,definition; volumizing; lengthening,,,,,,sensitive-skin,,,,,,,,,,,,,oz,,10.00,active
mac-elevated-mascara-mini-black-stack,Lash Lift Duo (2-Piece Set),"<p>Take your lashes to new heights with this two-piece volumizing and lengthening mascara set. The rich, jet-black formula defines and lifts each lash from root to tip, delivering bold drama without clumps or flakes. The precision brush ensures smooth application and full coverage, while the mini size makes it easy to glam up on the go.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Mascaras,Makeup,"",true,Title,Default Title,,,,,,,,,5.669904625,shopify,continue,manual,20.00,20.00,true,true,,,,,'773602722969,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-27T112231.124.png?v=1758990161,1,"",false,,,,,black-stack,,,,,,,,,,,,,,,,,nourishing; easy-to-apply; durable; long-lasting,definition; volumizing; precision,,,,,,,,,,,,,,,,,,,oz,,,active
anastasia-beverly-hills-fuller-looking-dimensional-brown-kit,Fuller Dimensional Brow Kit,"<p><img src=""https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T104025.776_2ee57b94-4b5b-4e3e-89e2-d4df008d90ef.png?v=1758988255"" alt="""">Elevate your brow game with the Fuller-Looking &amp; Dimensional Brow Kit, thoughtfully curated for effortlessly sophisticated results. This MUA-approved set includes a versatile Brow Definer featuring a uniquely triangular tip that outlines, shades, and shapes with precision. The Brow Pen adds authentic dimension by artfully mimicking natural hair strokes, while the lightweight Mini Clear Brow Gel locks in color and structure for a refined, polished finish. Achieve beautifully sculpted, full brows that enhance your natural elegance with this all-in-one essential.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eyebrow Enhancers,Makeup,"",true,Color,Soft Brown,,,,,,,,,0.0,shopify,deny,manual,29.00,54.00,true,true,,,,,'689304187688,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T103955.505.png?v=1758987771,1,"",false,,,,,,,natural; radiant; smooth,,,,soft-brown,,,,,,,,,,,high-pigmentation; easy-to-apply; buildable-coverage; long-lasting,,,,,,,,pencil; gel,,,,,,,,,,,,lb,,,active
anastasia-beverly-hills-brow-kit,Ombre Brow Kit,"<p><img src=""https://cdn.shopify.com/s/files/1/0766/5254/4213/files/this-is-perfect-except-in-step-two-you-have-a-word-spelled-swerover-thats-not-a-word.png?v=1758985570"" alt=""This is perfect except in step two you have a word spelled swerover?  That's not a word."">Brow Kit in Soft Brown offers a complete solution for perfectly sculpted eyebrows. This vegan and cruelty-free set includes a smudge-proof brow powder enriched with vitamins E and C to nourish and define your brows naturally. The double-ended 7B brush allows for precise application and effortless blending, while the clear brow gel, infused with soothing chamomile, conditions and secures your brow hairs throughout the day. Achieve elegant, lasting brows with this expertly curated kit.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eyebrow Enhancers,Makeup,"",true,Eyebrow enhancer color,taupe,product.metafields.shopify.eyebrow-enhancer-color,,,,,,,,0.0,shopify,deny,manual,30.00,52.00,true,true,,,,,'689304180702,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_1_5e8cb6d7-292f-4632-b5c8-a0f841e4bda9.png?v=1758954681,1,"",false,,,,,,,natural; soft-focus,,,,taupe; ebony,,,,,,,,,,,long-lasting; durable; nourishing; easy-to-apply; conditioning,,,,,,,cruelty-free; vegan,powder; gel,,,,,,,,,,,,lb,,,active
anastasia-beverly-hills-brow-kit,,,,,,,,,ebony,,,,,,,,,0.0,shopify,deny,manual,30.00,52.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
dewdrop-water-cream-moisturizer,Dewdrop Water Cream Moisturizer,"<p>Moisturizer is a lightweight, oil-free gel that hydrates and smooths skin without shine. It quickly absorbs to leave a fresh, balanced feel, tightening pores with Japanese wild rose and heartleaf. Perfect for normal to oily skin, it supports moisture while creating a refined, radiant complexion.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-26T214658.149.png?v=1759448921"" alt=""""></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Skin Care,"",true,Title,Default Title,,,,,,,,,9.6388378625,shopify,deny,manual,19.99,23.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_3.png?v=1759448921,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,all-day,,,,,,cream; gel,,,,,,,,oily; combination; normal,,,,oz,,7.00,active
it-cosmetics-confidence-in-your-beauty-sleep-night-cream,Confidence in Your Beauty Sleep Night Cream,"<p>Confidence in Your Beauty Sleep Night Cream hydrates and strengthens skin overnight with hyaluronic acid, adenosine, and ceramides. It calms with lavender scent and leaves skin softer and firmer after one week. Enjoy a smooth, revitalized complexion daily.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care,Skin Care,"",true,Title,Default Title,,,,,,,,,13.32427586875,shopify,deny,manual,17.00,19.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-26T204644.172.png?v=1758937618,1,"",false,,,,,,hyaluronic-acid,,,,,,,,,,,,,,,,,,,,,,,,cream,,,firming; anti-wrinkle; hydrating; revitalizing; softening; moisturizing; smoothing,,,,,all-skin-types,,,,oz,,8.00,active
it-cosmetics-cc-cream-natural-matte-foundation-with-spf-40,Cream Natural Matte Foundation,"<p>Experience flawless, shine-free skin with the Cream Natural Matte Foundation with SPF 40. This cream formula blends full coverage and a refined matte finish while delivering essential skincare benefits. Infused with Air Licium® for a skin-blurring effect, Lentil Seed Extract to minimize pores, and Hyaluronic Acid to hydrate, it balances oily skin without clogging pores. Offering broad-spectrum SPF 40 protection, this vegan, fragrance-free formula controls shine for up to 16 hours and provides 24-hour hydration. Lightweight and sweat-proof, it ensures a flawless complexion with no white cast throughout the day.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Makeup,"",false,Makeup shade,fair,product.metafields.shopify.makeup-color-shade,,,,,,,,30.617484975,shopify,deny,manual,0.00,47.00,true,true,,,,,'3605971886829,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-26T161257.827_da5bc536-0b19-45c8-bde6-53287ca1fbf2.png?v=1758921976,1,"",false,,,,,,,matte,,tube,,,,,,,,,,,,fair,durable; non-irritating; long-lasting; non-comedogenic; easy-to-apply; buildable-coverage; hydrating,,,,,,,cruelty-free; no-artificial-fragrance; paraben-free; vegan,cream,,,mattifying; pore-refining; color-correction; hydrating,,light-skin; medium-skin,,,dry; normal; combination; oily,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-26T161257.827_da5bc536-0b19-45c8-bde6-53287ca1fbf2.png?v=1758921976,oz,,7.00,active
it-cosmetics-cc-cream-natural-matte-foundation-with-spf-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-26T161711.140.png?v=1758921976,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clarins-teint-pores-and-matite-pore-perfecting-matifying-foundation,Pore Perfecting Mattifying Foundation,"<p>Get ready to glow without the shine! This Pore Perfecting Mattifying Foundation blends like a dream to smooth skin, tighten pores, and keep oil in check. With nourishing organic Salicornia and skin-perfecting micro-pearls, it leaves you feeling fresh, comfy, and flawlessly natural all day long.</p>
<p> </p>
<p><br></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Makeup,"",true,Skin tone,medium-skin,product.metafields.shopify.skin-tone,,,,,,,,28.349523125,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-25T185500.873.png?v=1758844551,1,"",false,,,,,,,radiant; natural; matte,,tube,,,,,,,,,,,,nude-amber; c-12-5,moisturizing; easy-to-apply; non-drying; long-lasting; nourishing; non-comedogenic,,,,,,,organic,liquid; cream,,,nourishing; moisturizing; anti-shine; smoothing; mattifying; pore-refining,,medium-skin,,,combination; normal; all-skin-types; oily,,,,oz,,,active
clarins-teint-pores-and-matite-pore-perfecting-matifying-foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-25T185639.392_bd15a260-ee4b-416f-8183-f73ce6bab40c.png?v=1758845294,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clarins-blush-prodige-illuminating-cheek-colour,Illuminating Cheek Colour,"<p>Elevate your complexion with this lux illuminating cheek colour, a silky, lightweight powder blush enriched with mineral and plant extracts. Its unique mosaic palette blends shades and finishes to add both color and luminosity, creating an instant, healthy-looking glow. Infused with bamboo extract, this blush tones and smoothes the skin, enhancing your natural radiance with subtle sophistication. Perfect for achieving a refined, luminous finish that highlights your cheekbones gracefully.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,Makeup,"",true,Color,soft-peach,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,0.00,37.00,true,true,,,,,'3300014056101,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-25T183518.735.png?v=1758843335,1,"",false,,,,,soft-peach,,radiant; shimmer; luminous,,case; pan,,,,,,,,,,,,,high-pigmentation; nourishing; easy-to-apply,,,,,,radiant; coloring; smoothing,,highlighter,,,,,,,,all-skin-types,,,,lb,,,active
clarins-blush-prodige-illuminating-cheek-colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-25T184022.146.png?v=1758843643,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clarins-blush-prodige-illuminating-cheek-colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-25T184555.096.png?v=1758843976,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nº-4-bond-maintenance®-shampoo,Nº.4 Bond Maintenance Shampoo,"<p><span>A concentrated, high-lather shampoo to strengthen and hydrate hair.</span></p>
<p>Nº.4 Bond Maintenance Shampoo is a sophisticated, color-safe formula that strengthens hair by reducing breakage while delivering gentle cleansing without compromising moisture. Enriched with coconut oil-derived surfactants, it produces a rich, hydrating lather that smooths, nourishes, and detangles hair for enhanced manageability and shine. Free from sulfates, phthalates, parabens, and harsh preservatives, this vegan shampoo is ideal for all hair types, including chemically treated strands, ensuring healthy, resilient hair with every wash.</p>",The Beauty Vault,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,27.99,32.00,true,true,,,,,'896364002428,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-25T181921.158.png?v=1758842382,1,"",false,,,,all-ages; adults,,coconut-oil,,,,,,,,,,,,,,,,,,,,,,,paraben-free; sulfate-free; vegan; phthalate-free,liquid,,,,,,,damaged; dry; treated; all-hair-types; brittle,,unisex,,,lb,,,active
wander-beauty-on-the-glow-blush-and-illuminator,On-the-Glow Blush and Illuminator,"<p>Add a fresh pop of natural color and glow wherever you go with the dual-ended On-the-Glow Blush and Illuminator. This playful cream-to-powder stick effortlessly blends hydrating blush with a soft-focus highlighter, delivering a radiant shine that loves every skin tone. Packed with vitamins A, C, and E, it nourishes while brightening your lips and cheeks. Compact and easy to use, it’s your perfect on-the-go glow companion that works beautifully alone or layered with your fave products. Get ready to shine bright and glow naturally, anytime, anywhere!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,Makeup,"",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,24.00,true,true,,,,,'853227007020,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-24T190640.441.png?v=1758758985,1,"",false,,,,,coral-rose; nude-glow,,radiant; natural; luminous,,stick,,,,,,,,,,,,,hydrating; buildable-coverage; nourishing; easy-to-apply,,,,,,hydrating; nourishing; brightening,,powder; stick; cream,,,,,,,,all-skin-types,,,,lb,,,active
wander-beauty-on-the-glow-blush-and-illuminator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-24T192341.960.png?v=1758760188,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wander-beauty-on-the-glow-blush-and-illuminator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-24T192245.043.png?v=1758760053,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r-e-m-beauty-on-your-collar-plumping-lip-gloss-away-message,Plumping Lip Gloss,"<p>Experience bold, plump lips with this plumping lip gloss. Its warming tingle smooths and boosts fullness while locking in deep hydration and glossy shine. Perfect alone or over matte lipstick for a daring, standout pout.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Title,Default Title,,,,,,,,,7.937866475,shopify,deny,manual,12.00,15.00,true,true,,,,,'195354300439,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-24T182903.163-Copy.png?v=1758756779,1,"",false,,,,,away-message-1,,glossy; smooth,,,,,,,,,,,hydrating; smoothing; plumping; coloring,,,,hydrating; easy-to-apply; long-lasting,,,,,,,,,,,,,,,,,,,,oz,,9.00,active
r-e-m-beauty-on-your-collar-plumping-lip-gloss-away-message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-24T182755.556-Copy.png?v=1758757354,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r-e-m-beauty,Flourishing Lengthening Mascara,"<p>Boost your lashes with this beauty flourishing lengthening mascara! This jet-black mascara lifts, adds volume, and keeps lashes clump-free. Packed with bamboo powder and fruit extracts, it nourishes while making your lashes look amazing. Its special brush grabs every lash, even in tight spots, for a perfect, playful finish.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Mascaras,Makeup,"",true,Color,away-message,product.metafields.shopify.color-pattern,,,,,,,,5.669904625,shopify,deny,manual,14.99,16.00,true,true,,,,,'195354303324,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-24T174724.918_49c2af75-e9f1-4943-a477-f463d464b063.png?v=1758754780,1,"",false,,,,,away-message,,,,,,,,,,,,,,,,,long-lasting; nourishing; non-irritating; easy-to-apply,nourishing; lengthening; volumizing,,,,,,silicone-free; paraben-free,,,,,,,,,,,,,oz,,10.00,active
stila-suede-shade-liquid-eye-shadow,Suede Shade Liquid Eye Shadow,"<p>Give your eyes a fun pop with suede shade liquid eye shadow. This lightweight, buildable liquid blends easily for a soft matte look that lasts all day. Use your fingers or the applicator to create anything from subtle color to bold style with a smooth, fresh feel.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eye Shadows,Makeup,"",true,Color,sheer-terracotta,product.metafields.shopify.color-pattern,,,,,,,,4.337477038125,shopify,deny,manual,21.99,25.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-24T184738.580.png?v=1758757911,1,"",false,,,,,sheer-terracotta,,matte,,,smoothing,,,,,,,,,,,,buildable-coverage; easy-to-apply; long-lasting,,,,,,,,liquid,,,,,,,,,,,,oz,,7.00,active
stila-suede-shade-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-24T171541.923.png?v=1758757740,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kylie-plumping-lip-liner-riley-rose-copy,Precision Pout Lip Pencil - Mauve Muse,"<p>Get ready to sculpt and define your pout with this precision liner. This ultra-lux wooden lip liner glides on effortlessly with its waxy texture, letting you create perfect lines for a fuller, irresistible pout. Its long-lasting formula stays put all day—no smudging, no feathering—just seamless, tug-free perfection every time you wink.</p>
<p><br></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Liners,Makeup,Lip Liner,true,Color,mauve-muse,product.metafields.shopify.color-pattern,Shade,medium warm brown,,,,,,1.1,shopify,deny,manual,27.99,19.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_96.png?v=1758750993,1,"",false,,,,,mauve-muse,,natural; radiant; smooth,,,,,,,,,,,,fixed,,,durable; long-lasting; easy-to-apply; high-pigmentation,,,,,,coloring; smoothing; natural,,,,,,,,,,,,creamy; smooth,,g,,19.00,active
kylie-plumping-lip-liner-riley-rose-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_97.png?v=1758751154,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kylie-plumping-lip-liner-riley-rose-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_98.png?v=1758751149,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kylie-plumping-lip-liner-riley-rose,Plumping Lip Liner,"<p>Get ready to pout with this supreme plumping lip Liner! It's ultra-creamy, smudge-proof and  glides on effortlessly to plump, define, and contour your lips all day long. Say goodbye to feathering and fading—just hello to fuller, perfectly precise lips that steal the spotlight wherever you go. A playful must-have for your makeup bag!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Liners,Makeup,Lip Liner,true,Color,risky-rose,product.metafields.shopify.color-pattern,Shade,pink nude,,,,,,1.1,shopify,deny,manual,15.99,19.00,true,true,,,,,'4064941155867,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_93.png?v=1758750684,1,"",false,,,,,risky-rose,,natural; radiant,,,,,,,,,,,,fixed,,,durable; long-lasting; easy-to-apply,,,,,,coloring; smoothing,,,,,,,,,,,,creamy; smooth,,g,,12.00,active
kylie-plumping-lip-liner-riley-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_94.png?v=1758750822,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kylie-plumping-lip-liner-riley-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_100.png?v=1758751494,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kylie-matte-lip-crayon-realizing-things-copy,Matte Lip Crayon - Low Maintenance,"<p>Get ready to pucker up! This velvety-smooth crayon glides on with a burst of bold, smudge-proof color in just one swipe. The retractable design gives you the precision of a lip liner and the rich payoff of a lipstick—perfect for creating kiss-worthy looks without the fuss. Say hello to comfy, flawless matte lips all day long!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Title,Default Title,,,,,,,,,3.25,shopify,deny,manual,17.99,19.00,true,true,,,,,'3616304237195,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/realizingthings.png?v=1758747540,1,"",false,,,,,350-low-maintenance,,matte,,,,,,,,,,,,,coloring; smoothing,,long-lasting; easy-to-apply; durable,,,,,,,,,,,,,,,,,,velvety; smooth,,g,,,active
kylie-matte-lip-crayon-realizing-things-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_92.png?v=1758748889,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
